functionality;architecture;neutral
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[0.42857142857142855, 0.5714285714285714];[0.5, 0.5];[0.4, 0.6]
[0.15789473684210525, 0.21052631578947367, 0.2631578947368421, 0.05263157894736842, 0.15789473684210525, 0.15789473684210525];[0.17391304347826086, 0.21739130434782608, 0.21739130434782608, 0.043478260869565216, 0.17391304347826086, 0.17391304347826086];[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.1875, 0.125, 0.125, 0.1875, 0.1875, 0.1875]
[0.2, 0.2, 0.2, 0.2, 0.2];[0.2, 0.2, 0.2, 0.2, 0.2];[0.2727272727272727, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]
[0.08823529411764706, 0.08823529411764706, 0.058823529411764705, 0.029411764705882353, 0.14705882352941177, 0.08823529411764706, 0.029411764705882353, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.029411764705882353, 0.029411764705882353, 0.058823529411764705, 0.08823529411764706];[0.0975609756097561, 0.0975609756097561, 0.04878048780487805, 0.024390243902439025, 0.12195121951219512, 0.0975609756097561, 0.024390243902439025, 0.0975609756097561, 0.0975609756097561, 0.0975609756097561, 0.024390243902439025, 0.024390243902439025, 0.04878048780487805, 0.0975609756097561];[0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.06060606060606061, 0.06060606060606061, 0.12121212121212122, 0.06060606060606061]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.25, 0.25, 0.25, 0.25];[0.25, 0.25, 0.25, 0.25];[0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222]
[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.3333333333333333, 0.3333333333333333, 0.3333333333333333];[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.04411764705882353, 0.04411764705882353, 0.014705882352941176, 0.014705882352941176, 0.014705882352941176, 0.04411764705882353, 0.04411764705882353, 0.04411764705882353, 0.029411764705882353, 0.07352941176470588, 0.07352941176470588, 0.014705882352941176, 0.058823529411764705, 0.04411764705882353, 0.014705882352941176, 0.04411764705882353, 0.058823529411764705, 0.04411764705882353, 0.04411764705882353, 0.014705882352941176, 0.014705882352941176, 0.07352941176470588, 0.04411764705882353, 0.04411764705882353, 0.04411764705882353];[0.05, 0.05, 0.0125, 0.0125, 0.0125, 0.05, 0.05, 0.05, 0.025, 0.0625, 0.0625, 0.0125, 0.05, 0.05, 0.0125, 0.05, 0.05, 0.05, 0.05, 0.0125, 0.0125, 0.0625, 0.05, 0.05, 0.05];[0.05, 0.05, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.05, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.03333333333333333, 0.05]
[0.23076923076923078, 0.23076923076923078, 0.07692307692307693, 0.23076923076923078, 0.23076923076923078];[0.23529411764705882, 0.23529411764705882, 0.058823529411764705, 0.23529411764705882, 0.23529411764705882];[0.2, 0.2, 0.2, 0.2, 0.2]
[0.25, 0.25, 0.25, 0.25];[0.25, 0.25, 0.25, 0.25];[0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.18181818181818182]
[0.07692307692307693, 0.05128205128205128, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.10256410256410256, 0.07692307692307693, 0.02564102564102564, 0.02564102564102564, 0.02564102564102564, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693];[0.08, 0.04, 0.08, 0.08, 0.08, 0.1, 0.08, 0.02, 0.02, 0.02, 0.08, 0.08, 0.08, 0.08, 0.08];[0.05263157894736842, 0.05263157894736842, 0.07894736842105263, 0.05263157894736842, 0.05263157894736842, 0.07894736842105263, 0.07894736842105263, 0.05263157894736842, 0.05263157894736842, 0.07894736842105263, 0.07894736842105263, 0.05263157894736842, 0.07894736842105263, 0.07894736842105263, 0.07894736842105263]
[0.5, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666];[0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285];[0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]
[0.42857142857142855, 0.14285714285714285, 0.42857142857142855];[0.4444444444444444, 0.1111111111111111, 0.4444444444444444];[0.375, 0.25, 0.375]
[0.42857142857142855, 0.5714285714285714];[0.4444444444444444, 0.5555555555555556];[0.5, 0.5]
[0.75, 0.25];[0.8, 0.2];[0.5, 0.5]
[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091];[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091];[0.0967741935483871, 0.0967741935483871, 0.0967741935483871, 0.0967741935483871, 0.0967741935483871, 0.0967741935483871, 0.06451612903225806, 0.0967741935483871, 0.0967741935483871, 0.06451612903225806, 0.0967741935483871]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.00530035335689046, 0.0035335689045936395, 0.00530035335689046, 0.0017667844522968198, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.0017667844522968198, 0.0088339222614841, 0.0088339222614841, 0.0017667844522968198, 0.0017667844522968198, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.0017667844522968198, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.007067137809187279, 0.007067137809187279, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.0017667844522968198, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.00530035335689046, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.00530035335689046, 0.0017667844522968198, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0017667844522968198, 0.0017667844522968198, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.007067137809187279, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.00530035335689046, 0.00530035335689046, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.0017667844522968198, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.007067137809187279, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0088339222614841, 0.0017667844522968198, 0.007067137809187279, 0.007067137809187279, 0.00530035335689046, 0.00530035335689046, 0.0017667844522968198, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.00530035335689046, 0.0017667844522968198, 0.0017667844522968198, 0.0017667844522968198, 0.00530035335689046, 0.0088339222614841, 0.0088339222614841, 0.00530035335689046, 0.0035335689045936395, 0.0035335689045936395, 0.0035335689045936395, 0.00530035335689046];[0.0061162079510703364, 0.0030581039755351682, 0.0061162079510703364, 0.0015290519877675841, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0015290519877675841, 0.00764525993883792, 0.00764525993883792, 0.0015290519877675841, 0.0015290519877675841, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0015290519877675841, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0015290519877675841, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0061162079510703364, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.0061162079510703364, 0.0015290519877675841, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.0015290519877675841, 0.0015290519877675841, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0061162079510703364, 0.0061162079510703364, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0015290519877675841, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.00764525993883792, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.00764525993883792, 0.0015290519877675841, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0015290519877675841, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0061162079510703364, 0.0015290519877675841, 0.0015290519877675841, 0.0015290519877675841, 0.0061162079510703364, 0.00764525993883792, 0.00764525993883792, 0.0061162079510703364, 0.0030581039755351682, 0.0030581039755351682, 0.0030581039755351682, 0.0061162079510703364];[0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.002150537634408602, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.008602150537634409, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.002150537634408602, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.008602150537634409, 0.002150537634408602, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.010752688172043012, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.008602150537634409, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.0064516129032258064, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204, 0.004301075268817204]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.1875, 0.1875, 0.1875, 0.1875, 0.1875, 0.0625];[0.19047619047619047, 0.19047619047619047, 0.19047619047619047, 0.19047619047619047, 0.19047619047619047, 0.047619047619047616];[0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.17647058823529413]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.15789473684210525, 0.15789473684210525, 0.15789473684210525, 0.05263157894736842, 0.15789473684210525, 0.15789473684210525, 0.15789473684210525];[0.16, 0.16, 0.16, 0.04, 0.16, 0.16, 0.16];[0.10526315789473684, 0.15789473684210525, 0.15789473684210525, 0.15789473684210525, 0.15789473684210525, 0.10526315789473684, 0.15789473684210525]
[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.09523809523809523, 0.047619047619047616, 0.14285714285714285];[0.14814814814814814, 0.14814814814814814, 0.14814814814814814, 0.14814814814814814, 0.14814814814814814, 0.07407407407407407, 0.037037037037037035, 0.14814814814814814];[0.13636363636363635, 0.13636363636363635, 0.13636363636363635, 0.13636363636363635, 0.09090909090909091, 0.13636363636363635, 0.09090909090909091, 0.13636363636363635]
[0.3, 0.3, 0.1, 0.3];[0.3076923076923077, 0.3076923076923077, 0.07692307692307693, 0.3076923076923077];[0.2727272727272727, 0.2727272727272727, 0.18181818181818182, 0.2727272727272727]
[0.5, 0.5];[0.5, 0.5];[0.4, 0.6]
[0.42857142857142855, 0.14285714285714285, 0.42857142857142855];[0.4444444444444444, 0.1111111111111111, 0.4444444444444444];[0.25, 0.375, 0.375]
[0.09090909090909091, 0.2727272727272727, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.2727272727272727, 0.09090909090909091];[0.07692307692307693, 0.3076923076923077, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.3076923076923077, 0.07692307692307693];[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.2, 0.8];[0.2, 0.8];[0.4, 0.6]
[0.041666666666666664, 0.125, 0.16666666666666666, 0.16666666666666666, 0.041666666666666664, 0.125, 0.125, 0.041666666666666664, 0.041666666666666664, 0.125];[0.03571428571428571, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.03571428571428571, 0.14285714285714285, 0.14285714285714285, 0.03571428571428571, 0.03571428571428571, 0.14285714285714285];[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.13636363636363635, 0.13636363636363635, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]
[0.0625, 0.3125, 0.25, 0.0625, 0.0625, 0.0625, 0.1875];[0.058823529411764705, 0.29411764705882354, 0.23529411764705882, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.23529411764705882];[0.1, 0.15, 0.15, 0.1, 0.15, 0.25, 0.1]
[0.2, 0.8];[0.2, 0.8];[0.5, 0.5]
[0.14285714285714285, 0.42857142857142855, 0.42857142857142855];[0.1111111111111111, 0.4444444444444444, 0.4444444444444444];[0.25, 0.375, 0.375]
[0.25, 0.75];[0.2, 0.8];[0.5, 0.5]
[0.043478260869565216, 0.13043478260869565, 0.08695652173913043, 0.21739130434782608, 0.13043478260869565, 0.13043478260869565, 0.08695652173913043, 0.043478260869565216, 0.13043478260869565];[0.037037037037037035, 0.14814814814814814, 0.07407407407407407, 0.18518518518518517, 0.14814814814814814, 0.14814814814814814, 0.07407407407407407, 0.037037037037037035, 0.14814814814814814];[0.1111111111111111, 0.16666666666666666, 0.1111111111111111, 0.05555555555555555, 0.1111111111111111, 0.16666666666666666, 0.1111111111111111, 0.05555555555555555, 0.1111111111111111]
[0.0625, 0.1875, 0.0625, 0.25, 0.25, 0.1875];[0.05555555555555555, 0.2222222222222222, 0.05555555555555555, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222];[0.1875, 0.125, 0.125, 0.1875, 0.1875, 0.1875]
[0.125, 0.375, 0.125, 0.375];[0.1, 0.4, 0.1, 0.4];[0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]
[0.25, 0.75];[0.2, 0.8];[0.5, 0.5]
[0.008333333333333333, 0.008333333333333333, 0.03333333333333333, 0.03333333333333333, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.041666666666666664, 0.03333333333333333, 0.03333333333333333, 0.025, 0.03333333333333333, 0.025, 0.025, 0.025, 0.025, 0.025];[0.007462686567164179, 0.007462686567164179, 0.03731343283582089, 0.03731343283582089, 0.03731343283582089, 0.03731343283582089, 0.03731343283582089, 0.03731343283582089, 0.03731343283582089, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.03731343283582089, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716, 0.029850746268656716];[0.0379746835443038, 0.02531645569620253, 0.02531645569620253, 0.02531645569620253, 0.02531645569620253, 0.02531645569620253, 0.0379746835443038, 0.02531645569620253, 0.02531645569620253, 0.02531645569620253, 0.0379746835443038, 0.02531645569620253, 0.02531645569620253, 0.0379746835443038, 0.02531645569620253, 0.02531645569620253, 0.0379746835443038, 0.02531645569620253, 0.02531645569620253, 0.0379746835443038, 0.0379746835443038, 0.0379746835443038, 0.02531645569620253, 0.0379746835443038, 0.0379746835443038, 0.02531645569620253, 0.0379746835443038, 0.0379746835443038, 0.02531645569620253, 0.02531645569620253, 0.0379746835443038, 0.02531645569620253, 0.02531645569620253]
[0.07142857142857142, 0.21428571428571427, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.21428571428571427, 0.2857142857142857];[0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.25, 0.25];[0.125, 0.125, 0.1875, 0.125, 0.125, 0.125, 0.1875]
[0.5, 0.5];[0.5, 0.5];[0.5, 0.5]
[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427, 0.14285714285714285];[0.125, 0.125, 0.125, 0.25, 0.25, 0.125];[0.2, 0.13333333333333333, 0.2, 0.2, 0.13333333333333333, 0.13333333333333333]
[0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.1, 0.13333333333333333, 0.06666666666666667, 0.1, 0.1, 0.13333333333333333, 0.03333333333333333];[0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.12121212121212122, 0.12121212121212122, 0.12121212121212122, 0.06060606060606061, 0.12121212121212122, 0.12121212121212122, 0.12121212121212122, 0.030303030303030304];[0.1111111111111111, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.07407407407407407]
[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.11538461538461539, 0.11538461538461539, 0.15384615384615385, 0.07692307692307693, 0.15384615384615385];[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.07142857142857142, 0.14285714285714285];[0.08695652173913043, 0.08695652173913043, 0.13043478260869565, 0.13043478260869565, 0.13043478260869565, 0.08695652173913043, 0.13043478260869565, 0.13043478260869565, 0.08695652173913043]
[0.10526315789473684, 0.10526315789473684, 0.21052631578947367, 0.15789473684210525, 0.15789473684210525, 0.15789473684210525, 0.10526315789473684];[0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.09090909090909091];[0.17647058823529413, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.11764705882352941, 0.17647058823529413]
[0.6666666666666666, 0.3333333333333333];[0.6666666666666666, 0.3333333333333333];[0.5, 0.5]
